TIME_SCRAPED_PST,PRODUCT_TYPE,URL,TITLE,PRICE,RATING,NO_OF_REVIEWS,OPERATING_SYSTEM,PROCESSOR_BRAND,PROCESSOR_FAMILY,PROCESSOR_GENERATION,CPU_SPEED,GRAPHICS_BRAND,GRAPHICS_FAMILY,GRAPHICS_RAM,GRAPHICS_RAM_TYPE,RAM_MEMORY,RAM_TYPE,RAM_SPEED,STORAGE_SIZE,STORAGE_TYPE,STORAGE_OTHERS,DISPLAY_SIZE,DISPLAY_RESOLUTION,DISPLAY_REFRESH_RATE,DISPLAY_OTHERS,HASH_ID,COSMOS_DB,DISPLAY_REFRESH,WARRANTY,CPU_CACHE,CPU_CORES,CPU_THREADS,None,LINE_CORD
2024-08-10T00:33:34.000000,desktop,https://www.lenovo.com/us/en/p/workstations/thinkstation-p-series/ThinkStation-P3-Ultra-Workstation-SFF/30ha002aus,ThinkStation P3 Ultra Small Form Factor Workstation,$2651.15,4.6,93,Windows 11 Pro 64,Intel,Core i9,13th Generation (13900) vPro,5.20 GHz,NVIDIA,T400,4 GB,GDDR6,16 GB,DDR5,4000 MHz,512 GB,SSD,M.2 2280 PCIe Gen4 Performance TLC Opal,,,,,20240810073334104b55b8329bc17496,Y,,3 Years On-site,,,,,
2024-08-10T00:33:28.000000,desktop,https://www.lenovo.com/us/en/p/desktops/legion-desktops/legion-t-series-towers/Legion-Tower-7i-Gen-8-Intel/90v6000mus,Legion Tower 7i Gen 8 (Intel) with RTX 4080 Super,$2649.99,4.5,393,Windows 11 Home 64,Intel,Core i9,14th Gen (14900KF),5.60 GHz,NVIDIA,GeForce RTX 4080 SUPER,16 GB,GDDR6X,32 GB,DDR5,5200 MHz,2 TB,SSD,M.2 2280 PCIe Gen4 Performance TLC Opal,,,,,202408100733284395a4b16ab348e472,Y,,1 Year Mail-in,,,,,
2024-08-10T00:33:21.000000,desktop,https://www.lenovo.com/us/en/p/desktops/legion-desktops/legion-t-series-towers/Legion-Tower-7i-Gen-8-Intel/90v6000uus,Legion Tower 7i Gen 8 (Intel) with RTX 4080 Super,$2524.99,4.5,393,Windows 11 Home 64,Intel,Core i9,14th Generation (14900KF),5.60 GHz,NVIDIA,GeForce RTX 4080 SUPER,16 GB,GDDR6X,32 GB,DDR5,5200MHz,1 TB,SSD,M.2 2280 PCIe Gen4 Performance TLC,,,,,202408100733219721306e4ae4a16403,Y,,1 Year Mail-in,,,,,
2024-08-10T00:33:13.000000,desktop,https://www.lenovo.com/us/en/p/desktops/thinkedge/ThinkEdge-SE70-powered-by-AWS-Panorama-Edge-Client/12ae0003ut,ThinkEdge SE70 powered by AWS Panorama,$2489.00,0.0,0,Linux,NVIDIA,Carmel ARMv8.2,,1.90GHz,NVIDIA,Volta GPU,,,8 GB,LPDDR4X,1866MHz,512 GB,SSD,M.2 2230 PCIe Gen3 Opal + 16 GB eMMC 5.1,,,,,20240810073313759f3f87a66fa0d4cd,Y,,3 Years Courier or Carry-in,,,,,
2024-08-10T00:33:03.000000,desktop,https://www.lenovo.com/us/en/p/desktops/legion-desktops/legion-t-series-towers/Legion-Tower-7i-Gen-8-Intel/90v6000kus,Legion Tower 7i Gen 8 (Intel) with RTX 4070 Ti Super,$2449.99,4.5,393,Windows 11 Home 64,Intel,Core i9,14th Gen (14900KF),5.60 GHz,NVIDIA,GeForce RTX 4070 Ti SUPER,16 GB,GDDR6X,32 GB,DDR5,5200 MHz,1 TB,SSD,M.2 2280 PCIe Gen4 Performance TLC,,,,,20240810073303292080751c1ab6845b,Y,,1 Year Mail-in,,,,,
2024-08-10T00:32:56.000000,desktop,https://www.lenovo.com/us/en/p/workstations/thinkstation-p-series/ThinkStation-P3-Tiny-Workstation/30h00017us,ThinkStation P3 Tiny Workstation,$2419.00,4.7,225,Windows 11 Pro 64,Intel,Core i7,13th Generation (13700T),4.80 GHz,NVIDIA,T400,4 GB,GDDR6,16 GB,DDR5,4800MHz,512 GB,SSD,M.2 2280 PCIe Gen4 Performance TLC Opal,,,,,20240810073256313af248710be424fe,Y,,3 Years On-site,,,,,
2024-08-10T00:32:50.000000,desktop,https://www.lenovo.com/us/en/p/workstations/thinkstation-p-series/ThinkStation-P3-Ultra-Workstation-SFF/30ha0028us,ThinkStation P3 Ultra Small Form Factor Workstation,$2389.00,4.6,93,Windows 11 Pro 64,Intel,Core i5,13th Generation (13600 vPro),5.00 GHz,NVIDIA,T400,4 GB,GDDR6,16 GB,DDR5,4000 MHz,512 GB,SSD,M.2 2280 PCIe Gen4 Performance TLC Opal,,,,,20240810073250101bde2a52faaf0479,Y,,3 Years On-site,,,,,
2024-08-10T00:32:42.000000,desktop,https://www.lenovo.com/us/en/p/workstations/thinkstation-p-series/ThinkStation-P3-Tower/30gs003bus,ThinkStation P3 Tower Workstation,$2379.00,4.6,167,Windows 11 Pro 64,Intel,Core i5,13th Gen (13500),4.80 GHz,NVIDIA,T400,4 GB,GDDR6,16 GB,DDR5,4400 MHz,512 GB,SSD,M.2 2280 PCIe Gen4 Performance TLC Opal,,,,,202408100732427551b17cac651b54ae,Y,,3 Years On-site,,,,,
2024-08-10T00:32:35.000000,desktop,"https://www.lenovo.com/us/en/p/desktops/legion-desktops/legion-t-series-towers/Legion-Tower-5-Gen-8-26L,-AMD/90ux0013us",Legion Tower 5 Gen 8 (AMD) with RTX 4070 Ti Super,$2299.99,4.5,234,Windows 11 Home 64,AMD,Ryzen 7,7700,3.80 GHz up to 5.30 GHz,NVIDIA,GeForce RTX 4070 Ti SUPER,16GB,GDDR6X,32 GB,DDR5,5200MHz,1 TB,SSD,M.2 2280 PCIe Gen4 Performance TLC,,,,,2024081007323540838ded480a5dc4e7,Y,,1 Year Mail-in,,,,,
2024-08-10T00:32:28.000000,desktop,"https://www.lenovo.com/us/en/p/desktops/legion-desktops/legion-t-series-towers/-Legion-Tower-5i-Gen-8-26L,-Intel/90ut001uus",Legion Tower 5i Gen 8 (Intel) with RTX 4070 Super,$2299.99,4.6,392,Windows 11 Home 64,Intel,Core i7,14th Gen (14700F),5.30 GHz,NVIDIA,GeForce RTX 4070 SUPER,12 GB,GDDR6X,32 GB,DDR5,4400 MHz,1 TB + 1 TB,SSD + HDD,"M.2 2280 PCIe Gen4 Performance TLC + 7200rpm HDD 3.5"" SATA",,,,,2024081007322823995f5a1cd053c427,Y,,1 Year Mail-in,,,,,
2024-08-10T00:32:20.000000,desktop,https://www.lenovo.com/us/en/p/desktops/thinkcentre/m-series-aio/ThinkCentre-M90a-Pro-Gen-4-27-Inch-Intel/12jm0023us,"ThinkCentre M90a Pro Gen 4 Intel (27"") All-In-One",$2293.85,4.5,2,Windows 11 Pro 64,Intel,Core i7,13th Gen (i7-13700),5.10 GHz,NVIDIA,GeForce RTX 4050,6 GB,GDDR6,16 GB,DDR5,5600 MHz,512 GB,SSD,M.2 2280 PCIe Gen4 Performance TLC Opal,"27""",2560 x 1440,,"QHD, IPS, Anti-Glare, Non-Touch, 99%sRGB, 350 nits, 14 ms, LED Backlight",2024081007322079709c48148ee144da,Y,60Hz,1 Year On-site,,,,,
2024-08-10T00:32:13.000000,desktop,https://www.lenovo.com/us/en/p/desktops/thinkcentre/m-series-towers/ThinkCentre-M90t-Gen-5-Intel-Tower/12v2000bus,ThinkCentre M90t Gen 5 (Intel) Tower,$2259.00,0.0,0,Windows 11 Pro 64,Intel,Core i7,14th Generation (14700 vPro),5.30 GHz,Intel,UHD Graphics 770,,,16 GB,DDR5,4400MHz,512 GB,SSD,M.2 2280 PCIe Gen4 TLC Opal,,,,,202408100732137024cc072d7232748c,Y,,1 Year On-site,,,,,
2024-08-10T00:32:06.000000,desktop,https://www.lenovo.com/us/en/p/desktops/thinkcentre/m-series-sff/ThinkCentre-M90s-Gen-5-Intel-SFF/12v40005us,ThinkCentre M90s Gen 5 (Intel) Small Form Factor,$2229.00,0.0,0,Windows 11 Pro 64,Intel,Core i7,14th Gen (14700),4.20 GHz (E-cores) / 5.30 GHz (P-cores),Intel,UHD Graphics 770,,,16 GB,DDR5,4400 MHz,512 GB,SSD,M.2 2280 PCIe Gen4 TLC Opal,,,,,20240810073206317348f5b84e0574b8,Y,,1 Year On-site,,,,,
2024-08-10T00:31:56.000000,desktop,https://www.lenovo.com/us/en/p/desktops/thinkedge/ThinkEdge-SE50-Edge-Client/11rj008hus,ThinkEdge SE50,$2219.00,0.0,0,Windows 10 IoT Enterprise 64,Intel,Core i5,8th Generation (8365UE),4.10 GHz,Intel,UHD Graphics 620,,,16 GB,DDR4,2400 MHz,256 GB,SSD,M.2 2280 PCIe TLC Opal,,,,,20240810073156647888e976ce68844b,Y,,3 Years On-site,,,,,
2024-08-10T00:31:49.000000,desktop,https://www.lenovo.com/us/en/p/workstations/thinkstation-p-series/ThinkStation-P3-Ultra-Workstation-SFF/30ha0027us,ThinkStation P3 Ultra Small Form Factor Workstation,$2139.00,4.6,93,Windows 11 Pro 64,Intel,Core i5,13th Gen (13600 vPro),5.00 GHz,Intel,UHD Graphics 770,,,16 GB,DDR5,4000 MHz,512 GB,SSD,M.2 2280 PCIe Gen4 Performance TLC Opal,,,,,202408100731499317856fbe9adea409,Y,,3 Years On-site,,,,,
2024-08-10T00:31:43.000000,desktop,https://www.lenovo.com/us/en/p/workstations/thinkstation-p-series/ThinkStation-P3-Tower/30gs003aus,ThinkStation P3 Tower Workstation,$2109.00,4.6,167,Windows 11 Pro 64,Intel,Core i5,13th Generation (13500),4.80 GHz,Intel,UHD Graphics 770,,,16 GB,DDR5,4400MHz,512 GB,SSD,M.2 2280 PCIe Gen4 Performance TLC Opal,,,,,20240810073143604649f78784a744f5,Y,,3 Years On-site,,,,,
2024-08-10T00:31:36.000000,desktop,https://www.lenovo.com/us/en/p/workstations/thinkstation-p-series/ThinkStation-P3-Tiny-Workstation/30h00018us,ThinkStation P3 Tiny Workstation,$2009.00,4.7,225,Windows 11 Pro 64,Intel,Core i5,13th Gen (13500T),4.60 GHz,NVIDIA,T400,4 GB,GDDR6,16 GB,DDR5,4800MHz,512 GB,SSD,M.2 2280 PCIe Gen4 Performance TLC Opal,,,,,202408100731362543f3c3fcec5cc4a2,Y,,3 Years On-site,,,,,
2024-08-10T00:31:30.000000,desktop,"https://www.lenovo.com/us/en/p/desktops/legion-desktops/legion-t-series-towers/-Legion-Tower-5i-Gen-8-26L,-Intel/90ut001nus",Legion Tower 5i Gen 8 (Intel) with RTX 4070 Ti Super,$1999.99,4.6,392,Windows 11 Home 64,Intel,Core i7,14th Gen (14700F),5.30 GHz,NVIDIA,GeForce RTX 4070 Ti SUPER,16 GB,GDDR6X,32 GB,DDR5,4400 MHz,1 TB,SSD,M.2 2280 PCIe Gen4 Performance TLC,,,,,202408100731305293c385fd23553413,Y,,1 Year Mail-in,,,,,
2024-08-10T00:31:23.000000,desktop,https://www.lenovo.com/us/en/p/desktops/thinkcentre/m-series-towers/Lenovo-ThinkCentre-M70t-Gen-5-Intel-Tower/12u0000nus,ThinkCentre M70t Gen 5 (Intel) Tower,$1979.00,0.0,0,Windows 11 Pro 64,Intel,Core i7,14th Generation (14700 vPro),5.30 GHz,Intel,UHD Graphics 770,,,16 GB,DDR5,5600 MHz,512 GB,SSD,M.2 2280 PCIe Gen4 TLC Opal,,,,,20240810073123545c901d0cb200b4ff,Y,,1 Year On-site,,,,,
2024-08-10T00:31:17.000000,desktop,"https://www.lenovo.com/us/en/p/desktops/legion-desktops/legion-t-series-towers/-Legion-Tower-5i-Gen-8-26L,-Intel/90ut000vus",Legion Tower 5i Gen 8 (Intel) with RTX 4070,$1804.99,4.6,392,Windows 11 Pro 64,Intel,Core i7,13th Generation (13700F),5.10 GHz,NVIDIA,GeForce RTX 4070,12 GB,GDDR6X,16 GB,DDR5,4400 MHz,1 TB,SSD,M.2 2280 PCIe Gen4 Performance TLC,,,,,20240810073117488564defb3297d49a,Y,,Three Year Legion Ultimate Support,,,,,
2024-08-10T00:31:11.000000,desktop,https://www.lenovo.com/us/en/p/desktops/ideacentre/yoga-a-series/Yoga-AIO-9i-Gen-8-(32-inch-Intel)/f0hh0000us,"Yoga AIO 9i (32"" Intel) - Storm Grey",$1799.99,4.5,120,Windows 11 Home 64,Intel,Core i9,13th Generation (13900H),5.40 GHz,Intel,Iris Xe Graphics,,,16 GB,LPDDR5,6400MHz,512 GB,SSD,M.2 2280 PCIe Gen4 TLC,"31.5""",3840 x 2160,60Hz,"UHD, IPS, Glare, Non-Touch, HDR 600, 97% DCI-P3, 495 nits, 3-side Borderless",20240810073111040349ccf37941e4ca,Y,,1 Year Mail-in,,,,,
2024-08-10T00:31:04.000000,desktop,https://www.lenovo.com/us/en/p/desktops/thinkcentre/m-series-towers/ThinkCentre-M90t-Gen-5-Intel-Tower/12v20005us,ThinkCentre M90t Gen 5 (Intel) Tower,$1789.00,0.0,0,Windows 11 Pro 64,Intel,Core i5,14th Gen (14500),5.00 GHz,Intel,UHD Graphics 770,,,16 GB,DDR5,4400 MHz,256 GB,SSD,M.2 2280 PCIe Gen4 TLC Opal,,,,,20240810073104420fe419d23b9c9472,Y,,1 Year On-site,,,,,
2024-08-10T00:30:58.000000,desktop,https://www.lenovo.com/us/en/p/desktops/thinkcentre/m-series-sff/ThinkCentre-M90s-Gen-5-Intel-SFF/12v40009us,ThinkCentre M90s Gen 5 (Intel) Small Form Factor,$1769.00,0.0,0,Windows 11 Pro 64,Intel,Core i5,14th Gen (14500 vPro),5.00 GHz,Intel,UHD Graphics 770,,,16 GB,DDR5,4400 MHz,256 GB,SSD,M.2 2280 PCIe Gen4 TLC Opal,,,,,202408100730581478b8e64dc7cf0430,Y,,1 Year On-site,,,,,
2024-08-10T00:30:51.000000,desktop,https://www.lenovo.com/us/en/p/workstations/thinkstation-p-series/ThinkStation-P3-Tiny-Workstation/30h00015us,ThinkStation P3 Tiny Workstation,$1759.00,4.7,225,Windows 11 Pro 64,Intel,Core i5,13th Generation (13500 vPro),4.80 GHz,Intel,UHD Graphics 770,,,16 GB,DDR5,4800MHz,512 GB,SSD,M.2 2280 PCIe Gen4 Performance TLC Opal,,,,,2024081007305178476f189df2dbf4b8,Y,,3 Years On-site,,,,,
2024-08-10T00:30:44.000000,desktop,https://www.lenovo.com/us/en/p/desktops/thinkcentre/m-series-tiny/Lenovo-ThinkCentre-M70q-Gen-5-Tiny-Intel/12tds02f00,ThinkCentre M70q Gen 5 Tiny (Intel),$1739.00,0.0,0,Windows 11 Pro 64,Intel,Core i7,14th Generation (14700T),5.00 GHz,Intel,UHD Graphics 770,,,16 GB,DDR5,5600 MHz,512 GB,SSD,M.2 2280 PCIe Gen4 TLC Opal,,,,,2024081007304472861d325ea684a493,Y,,1 Year On-site,,,,,
2024-08-10T00:30:35.000000,desktop,https://www.lenovo.com/us/en/p/desktops/thinkcentre/thinkcentre-neo-series/ThinkCentre-Neo-50a-Gen-5-24-inch-Intel/12sd001hus,ThinkCentre Neo 50a Gen 5 Intel (24″),$1669.00,0.0,0,Windows 11 Pro 64,Intel,Core i5,13th Gen (13420H),4.60 GHz,Intel,UHD Graphics,,,16 GB,DDR5,5200MHz,512 GB,SSD,M.2 2280 PCIe Gen4 QLC,"23.8""",1920 x 1080,100Hz,"IPS, Anti-Glare, Touch, 99%sRGB, 250 nits, 14ms",20240810073035500db271879059e400,Y,,1 Year On-site,,,,,
2024-08-10T00:30:28.000000,desktop,"https://www.lenovo.com/us/en/p/desktops/legion-desktops/legion-t-series-towers/Legion-Tower-5-Gen-8-26L,-AMD/90ux0012us",Legion Tower 5 Gen 8 (AMD) with RTX 4070 Super,$1644.99,4.5,234,Windows 11 Home 64,AMD,Ryzen 7,7700,5.30 GHz,NVIDIA,GeForce RTX 4070 SUPER,12 GB,GDDR6X,16 GB,DDR5,5200 MHz,1 TB,SSD,M.2 2280 PCIe Gen4 Performance TLC,,,,,202408100730281061e2333c50ecf4fa,Y,,1 Year Mail-in,,,,,
2024-08-10T00:30:20.000000,desktop,https://www.lenovo.com/us/en/p/desktops/thinkcentre/m-series-tiny/Lenovo-ThinkCentre-M75q-Gen-5-Tiny-AMD/12rq000qus,ThinkCentre M75q Gen 5 Tiny (AMD),$1609.00,0.0,0,Windows 11 Pro 64,AMD,Ryzen 7 PRO,8700GE,5.10 GHz,AMD,Radeon 780M,,,16 GB,DDR5,5200MHz,512 GB,SSD,M.2 2280 PCIe Gen4 TLC Opal,,,,,202408100730205885c697705fe75454,Y,,1 Year On-site,,,,,
2024-08-10T00:30:12.000000,desktop,https://www.lenovo.com/us/en/p/desktops/ideacentre/yoga-a-series/Yoga-AIO-9i-Gen-8-(32-inch-Intel)/f0hh0001us,"Yoga AIO 9i (32"" Intel) - Storm Grey",$1599.99,4.5,120,Windows 11 Home 64,Intel,Core i9,13th Generation (13900H),5.40 GHz,Intel,Iris Xe Graphics,,,16 GB,LPDDR5,6400MHz,1 TB,SSD,M.2 2280 PCIe Gen4 TLC,"31.5""",3840 x 2160,,UHD IPS Glare Non-Touch HDR 600 97% DCI-P3 495 nits 3-side Borderless,202408100730124150830eab0a7f24d0,Y,60Hz,1 Year Mail-in,,,,,
2024-08-10T00:30:06.000000,desktop,https://www.lenovo.com/us/en/p/desktops/thinkcentre/m-series-towers/Lenovo-ThinkCentre-M70t-Gen-5-Intel-Tower/12u0s02400,ThinkCentre M70t Gen 5 (Intel) Tower,$1559.00,0.0,0,Windows 11 Pro 64,Intel,Core i5,14th Gen (14500 vPro),5.00 GHz,Intel,UHD Graphics 770,,,16 GB,DDR5,5600 MHz,256 GB,SSD,M.2 2280 PCIe Gen4 TLC Opal,,,,,202408100730062533402a24a3752407,Y,,1 Year On-site,,,,,
2024-08-10T00:29:57.000000,desktop,https://www.lenovo.com/us/en/p/desktops/thinkcentre/m-series-sff/ThinkCentre-M70s-Gen-5-Intel-SFF-/12u3s02q00,ThinkCentre M70s Gen 5 (Intel) Small Form Factor,$1529.00,0.0,0,Windows 11 Pro 64,Intel,Core i5,14th Generation (14400),4.70 GHz,Intel,UHD Graphics 730,,,16 GB,DDR5,5600MHz,256 GB,SSD,M.2 2280 PCIe Gen4 TLC Opal,,,,,202408100729577329f09c1546edc478,Y,,1 Year On-site,,,,,
2024-08-10T00:29:51.000000,desktop,"https://www.lenovo.com/us/en/p/desktops/legion-desktops/legion-t-series-towers/-Legion-Tower-5i-Gen-8-26L,-Intel/90ut000gus",Legion Tower 5i Gen 8 (Intel) with RTX 4070,$1469.99,4.6,392,Windows 11 Home 64,Intel,Core i7,13th Generation (13700F),5.10 GHz,NVIDIA,GeForce RTX 4070,12 GB,GDDR6X,16 GB,DDR5,4400 MHz,1 TB,SSD,M.2 2280 PCIe Gen4 Performance TLC,,,,,2024081007295153402d8f2d0170f4fe,Y,,1 Year Mail-in,,,,,
2024-08-10T00:29:44.000000,desktop,https://www.lenovo.com/us/en/p/desktops/thinkcentre/m-series-tiny/Lenovo-ThinkCentre-M70q-Gen-5-Tiny-Intel/12tds02g00,ThinkCentre M70q Gen 5 Tiny (Intel),$1369.00,0.0,0,Windows 11 Pro 64,Intel,Core i5,14th Gen (14400T),4.50 GHz,Intel,UHD Graphics 730,,,16 GB,DDR5,5600 MHz,256 GB,SSD,M.2 2280 PCIe Gen4 TLC Opal,,,,,20240810072944560ed7e6bf54f27446,Y,,1 Year On-site,,,,,
2024-08-10T00:29:38.000000,desktop,https://www.lenovo.com/us/en/p/desktops/thinkcentre/m-series-tiny/ThinkCentre-M75q-Gen-2/11jns0jr00,ThinkCentre M75q Tiny Gen 2,$1299.00,4.4,451,Windows 11 Pro 64,AMD,Ryzen 5 PRO,5650GE,4.40 GHz,AMD,Radeon Graphics,,,16 GB,DDR4,3200MHz,512 GB,SSD,M.2 2280 PCIe TLC Opal,,,,,20240810072938717616b73e0444b421,Y,,1 Year On-site,,,,,
2024-08-10T00:29:29.000000,desktop,https://www.lenovo.com/us/en/p/desktops/thinkcentre/m-series-tiny/Lenovo-ThinkCentre-M75q-Gen-5-Tiny-AMD/12rqs02e00,ThinkCentre M75q Gen 5 Tiny (AMD),$1279.00,0.0,0,Windows 11 Pro 64,AMD,Ryzen 5 PRO,8500GE,5.00 GHz,AMD,Radeon 740M,,,16 GB,DDR5,5200 MHz,256 GB,SSD,M.2 2280 PCIe Gen4 TLC Opal,,,,,2024081007292954610b48f55454e404,Y,,1 Year On-site,,,,,
2024-08-10T00:29:19.000000,desktop,https://www.lenovo.com/us/en/p/desktops/thinkcentre/m-series-towers/ThinkCentre-M90t-Gen-3-Intel/11tn002qus,ThinkCentre M90t Gen 3 (Intel) Tower,$1242.45,4.6,64,Windows 11 Pro 64,Intel,Core i7,12th Gen (12700 vPro),4.80 GHz,Intel,UHD Graphics 770,,,16 GB,DDR5,4400 MHz,512 GB,SSD,M.2 2280 PCIe Gen4 Performance TLC Opal,,,,,202408100729196739d688e1aa30848e,Y,,1 Year On-site,,,,,
2024-08-10T00:29:13.000000,desktop,https://www.lenovo.com/us/en/p/desktops/thinkcentre/m-series-tiny/ThinkCentre-M90q-Gen-3-Tiny-Intel/11u5002bus,ThinkCentre M90q Tiny Gen 3,$1137.95,4.3,41,Windows 11 Pro 64,Intel,Core i7,12th Generation (12700T),4.60 GHz,Intel,UHD Graphics 770,,,16 GB,DDR5,4800MHz,512 GB,SSD,M.2 2280 PCIe Gen4 TLC Opal,,,,,202408100729136370926ce89da53459,Y,,1 Year On-site,,,,,
2024-08-10T00:28:55.000000,desktop,https://www.lenovo.com/us/en/p/desktops/thinkcentre/m-series-tiny/Lenovo-ThinkCentre-M80q-Gen-4-Tiny-Intel/12e90000us,ThinkCentre M80q Gen 4 Tiny,$1115.95,4.5,22,Windows 11 Pro 64,Intel,Core i7,13th Gen (i7-13700T),4.80 GHz,Intel,UHD Graphics 770,,,16 GB,DDR5,5600MHz,512 GB,SSD,M.2 2280 PCIe Gen4 TLC Opal,,,,,20240810072855457c0c0182ed1dc40b,Y,,1 Year On-site,,,,,
2024-08-10T00:28:47.000000,desktop,"https://www.lenovo.com/us/en/p/desktops/legion-desktops/legion-t-series-towers/-Legion-Tower-5i-Gen-8-26L,-Intel/90ut0019us",Legion Tower 5i Gen 8 (Intel) with RTX 4060,$1099.99,4.6,392,Windows 11 Home 64,Intel,Core i5,14th Generation (14400F),4.70 GHz,NVIDIA,GeForce RTX 4060,8 GB,GDDR6,16 GB,DDR5,4400 MHz,512 GB,SSD,M.2 2280 PCIe Gen4 Performance TLC,,,,,20240810072847217d5d5b69702b148b,Y,,1 Year Mail-in,,,,,
2024-08-10T00:28:40.000000,desktop,"https://www.lenovo.com/us/en/p/desktops/legion-desktops/legion-t-series-towers/Legion-Tower-5-Gen-8-26L,-AMD/90ux0014us",Legion Tower 5 Gen 8 (AMD) with RX 7600,$1099.99,4.5,234,Windows 11 Home 64,AMD,Ryzen 5,7600,5.10 GHz,AMD,Radeon RX 7600,8 GB,GDDR6,16 GB,DDR5,5200MHz,512 GB,SSD,M.2 2280 PCIe Gen4 Performance TLC,,,,,20240810072840198cb7cea13f77e4fc,Y,,1 Year Mail-in,,,,,
2024-08-10T00:28:32.000000,desktop,"https://www.lenovo.com/us/en/p/desktops/legion-desktops/legion-t-series-towers/Legion-Tower-5-Gen-8-26L,-AMD/90ux000xus",Legion Tower 5 Gen 8 (AMD) with RX 7600,$1059.99,4.5,234,Windows 11 Home 64,AMD,Ryzen 7,7700,3.80 GHz up to 5.30 GHz,AMD,Radeon RX 7600,8 GB,GDDR6,16 GB,DDR5,5200MHz,1 TB,SSD,M.2 2280 PCIe Gen4 Performance TLC,,,,,20240810072832972c122a75db01244e,Y,,1 Year Mail-in,,,,,
2024-08-10T00:28:24.000000,desktop,https://www.lenovo.com/us/en/p/desktops/ideacentre/aio-500-series/IdeaCentre-AIO-i-Gen-9-(27-inch-Intel)/f0hm0019us,IdeaCentre AIO I Intel (27″),$1049.99,4.7,26,Windows 11 Home 64,Intel,Core i7,13th Gen (13620H),4.90 GHz,Intel,UHD Graphics,,,16 GB,DDR5,5200MHz,512 GB,SSD,M.2 2280 PCIe Gen4 TLC,"27""",2560 x 1440,100Hz,"QHD, IPS, Anti-Glare, Touch, 99%sRGB, 350 nits, 14ms",202408100728244621f3645e698774c1,Y,,1 Year Mail-in,,,,,
2024-08-10T00:28:17.000000,desktop,https://www.lenovo.com/us/en/p/desktops/thinkcentre/m-series-sff/ThinkCentre-M70c/11gjs00b00,ThinkCentre M70c Small Form Factor,$1029.00,4.2,126,Windows 10 Pro 64,Intel,Core i3,10th Generation (10100),4.30 GHz,AMD,Radeon 520,2 GB,DDR5,4 GB,DDR4,2667MHz,1 TB,HDD,"7200rpm SATA 3.5""",,,,,20240810072817506f974af85b82b47e,Y,,1 Year On-site,,,,,
2024-08-10T00:28:10.000000,desktop,https://www.lenovo.com/us/en/p/desktops/thinkcentre/m-series-sff/ThinkCentre-M70s-Gen-3-Intel/11t8001lus,ThinkCentre M70s Gen 3 (Intel) Small Form Factor,$1016.95,4.3,52,Windows 11 Pro 64,Intel,Core i7,12th Gen (12700),4.80 GHz,Intel,UHD Graphics 770,,,16 GB,DDR4,3200 MHz,512 GB,SSD,M.2 2280 PCIe Gen4 TLC Opal,,,,,2024081007281050420dd91cfc3874f5,Y,,1 Year On-site,,,,,
2024-08-10T00:28:02.000000,desktop,https://www.lenovo.com/us/en/p/desktops/ideacentre/aio-500-series/IdeaCentre-AIO-i-Gen-9-(27-inch-Intel)/f0hm0018us,IdeaCentre AIO I Intel (27″),$999.99,4.7,26,Windows 11 Home 64,Intel,Core i7,13th Gen (13620H),4.90 GHz,Intel,UHD Graphics,,,16 GB,DDR5,5200MHz,1 TB,SSD,M.2 2280 PCIe Gen4 TLC,"27""",1920 x 1080,100Hz,"IPS, Anti-Glare, Touch, 99%sRGB, 300 nits, 14ms",202408100728028827638f53dce354c3,Y,,1 Year Mail-in,,,,,
2024-08-10T00:27:56.000000,desktop,https://www.lenovo.com/us/en/p/desktops/ideacentre/aio-500-series/Lenovo-IdeaCentre-AIO-Gen-9-(27-inch-AMD)/f0hq001dus,IdeaCentre AIO AMD (27″) - Luna Grey,$969.99,4.0,3,Windows 11 Home 64,AMD,Ryzen 7,7735HS,4.75 GHz,AMD,Radeon 680M,,,16 GB,DDR5,4800MHz,1 TB,SSD,M.2 2280 PCIe Gen4 TLC,"27""",1920 x 1080,100Hz,FHD IPS Anti-Glare Touch 99%sRGB 300 nits 14ms,20240810072756574b5ed568d4e75446,Y,,1 Year Mail-in,,,,,
2024-08-10T00:27:47.000000,desktop,"https://www.lenovo.com/us/en/p/desktops/legion-desktops/legion-t-series-towers/-Legion-Tower-5i-Gen-8-26L,-Intel/90ut001aus",Legion Tower 5i Gen 8 (Intel) with RTX 4060,$969.99,4.6,392,Windows 11 Home 64,Intel,Core i5,14th Generation (14400F),4.70 GHz,NVIDIA,GeForce RTX 4060,8 GB,GDDR6,16 GB,DDR5,4400 MHz,1 TB,SSD,M.2 2280 PCIe Gen4 Performance TLC,,,,,20240810072747780c03627ba5adf44f,Y,,1 Year Mail-in,,,,,
2024-08-10T00:27:39.000000,desktop,https://www.lenovo.com/us/en/p/desktops/ideacentre/aio-500-series/IdeaCentre-AIO-i-Gen-9-(27-inch-Intel)/f0hm0037us,IdeaCentre AIO I Intel (27″),$954.99,4.7,26,Windows 11 Home 64,Intel,Core i7,13th Gen (13620H),4.90 GHz,Intel,UHD Graphics,,,16 GB,DDR5,5200MHz,1 TB,SSD,M.2 2280 PCIe Gen4 TLC,"27""",2560 x 1440,,QHD IPS Anti-Glare Touch 99%sRGB 350 nits 14ms,2024081007273977811b0473a59d6421,Y,100Hz,1 Year Mail-in,,,,,
