TIME_SCRAPED_PST,PRODUCT_TYPE,PRODUCT_ID,URL,TITLE,PRICE,RATING,NO_OF_REVIEWS,HEIGHT,WIDTH,DEPTH,WEIGHT_KG,PROCESSOR_BRAND,PROCESSOR_FAMILY,PROCESSOR_GENERATION,CPU_CACHE,CPU_CORES,CPU_THREADS,CPU_SPEED,GRAPHICS_BRAND,GRAPHICS_FAMILY,GRAPHICS_RAM,GRAPHICS_RAM_TYPE,RAM_MEMORY,RAM_TYPE,RAM_SPEED,STORAGE_SIZE,STORAGE_TYPE,STORAGE_OTHERS,DISPLAY_SIZE,DISPLAY_RESOLUTION,DISPLAY_REFRESH_RATE,DISPLAY_OTHERS,WIRELESS,POWER,PORTS,SLOTS,CHASSIS,CASE,KEYBOARD,TOUCHPAD,CAMERA,PALMREST,OPTICAL_DRIVE,OPERATING_SYSTEM,HASH_ID,COSMOS_DB,WEIGHT,MICROSOFT_OFFICE,HOME_AND_SMALL_BUSINESS_SECURITY_SOLUTIONS,PROTECT_YOUR_PURCHASE_-_VIEW_SUPPORT_OFFERS_BELOW,ACCIDENTAL_DAMAGE_SERVICE,AUDIO_AND_SPEAKERS,PRIMARY_BATTERY,REGULATORY,BATTERY_LIFE,EXTENDED_SERVICE,SERVICES:EXTENDED_SERVICE,WEIGHT_LBS,DELL_SERVICES:_EXTENDED_SERVICE,WEIGHT_LB,DELL_SERVICES:EXTENDED_SERVICE,CARRYING_CASE,MOUSE,MONITOR,STAND
2024-08-10T00:10:42.000000,desktop,optiplex-7020-plus-micro,https://www.dell.com/en-us/shop/desktop-computers/new-optiplex-micro-form-factor/spd/optiplex-7020-plus-micro/s003do7020mffpus_vp?ref=variantstack,OptiPlex Micro Form Factor,$ 1079,4.6 out of 5.0,74.0,7.17,1.42,7.01,,Intel,Core i5,,24 MB,14.0,20.0,5.0 GHz,,,,,16 GB,DDR5,,256 GB,SSD,"M.2 2230, PCIe NVMe, Class 35",,,,,"IntelÂ Wi-Fi 6E AX211, 2x2, 802.11ax, BluetoothÂ wireless card, internal antenna","130 W AC adapter, 7.4 mm barrel, 180 W AC adapter, 7.4 mm barrel"," , 1 USB 3.2 Gen 2 (10 Gbps) Type-A Port with PowerShare, 1 USB 3.2 Gen 2x2 (20 Gbps) Type-C Port, 1 Universal Audio Jack, 1 Re-tasking Line Out/line-in Audio Port, 1 RJ45 Ethernet Port , 1 Video Port (HDMI 2.1/DisplayPort 1.4a/VGA/USB Type-C with DisplayPort Alt mode) (optional), 1 PS2/Serial port (optional), 1 USB 3.2 Type-A Gen 1 (5 Gbps) port with SmartPower On, 2 USB 3.2 Gen 2 (10 Gbps) Ports, 3 DisplayPortâ¢ 1.4a ports, 1 Power Adapter Port","1 M.2 2230 slot for Wi-Fi and Bluetooth combo card, 2 M.2 2230/2280 slots for solid-state drives",,,Dell Pro Wireless Keyboard and Mouse - KM5221W Black - US English,,,,,"Windows 11 Pro, English, Brazilian Portuguese, French, Spanish",2024081007104227837a8d6d1e8d3491,Y,1.09 to 1.34,Activate Your Microsoft 365 For A 30 Day Trial,No anti-virus software,"No Warranty Upgrade, 36 Month(s)",,,,,,,,,,,"No Warranty Upgrade, 36 Month(s)",,,,
2024-08-10T00:10:34.000000,desktop,optiplex-7020-small-ff,https://www.dell.com/en-us/shop/desktop-computers/new-optiplex-small-form-factor/spd/optiplex-7020-small-ff/s004do7020sffus_vp?ref=variantstack,OptiPlex Small Form Factor,$ 729,4.3 out of 5.0,105.0,11.42,3.65,11.53,4.08 to 5.38,Intel,Core i5,14500 vPro,24 MB,14.0,20.0,5.0 GHz,Intel,,,,8 GB,DDR5,,256 GB,SSD,M.2 PCIe NVMe Class 35,,,,,No Wireless LAN Card,"180W 80 PLUS Bronze internal power supply unit, 300W 80 PLUS Platinum internal power supply unit","2 USB 2.0 (480 Mbps) Ports, 1 USB 3.2 Gen 1x1 (5 Gbps) Type-C Port, 1 USB 3.2 Gen 1 (5 Gbps) Type-A Port, 1 Universal Audio Jack, 2 USB 2.0 (480 Mbps) Ports with SmartPower On, 2 USB 3.2 Gen 1 (5 Gbps) Ports, 1 DisplayPortâ¢ 1.4a Port, 1 HDMI 1.4b Port, 1 RJ-45 Ethernet Port 10/100/1000 Mbps, 1 Serial Port (optional), 1 Video Port (HDMI 2.1/DisplayPortâ¢ 1.4a/VGA) (optional)","1 Half-height Gen3 PCIe x16 slot, 1 Half-height Gen3 PCIe x1 slot, 1 SATA 2.0 slot for slim optical drive, 1 SATA 3.0 slot for hard drive, 1 M.2 2230 slot for WiFi and Bluetooth combo card, 1 M.2 2230/2280 slot for solid-state drive",,,Dell Multimedia Wired Keyboard - KB216 Black - US English,,,,No Optical Drive,"Windows 11 Pro, English, Brazilian Portuguese, French, Spanish",202408100710344099b0f0711b47348c,Y,,Activate Your Microsoft 365 For A 30 Day Trial,No anti-virus software,"Basic Onsite Service after remote diagnosis with Hardware-Only Support, 36 Month(s)",,,,,,,,,"Basic Onsite Service after remote diagnosis with Hardware-Only Support, 36 Month(s)",,,,,,
2024-08-10T00:10:27.000000,desktop,alienware-aurora-r16-desktop,https://www.dell.com/en-us/shop/desktop-computers/alienware-aurora-r16-gaming-desktop/spd/alienware-aurora-r16-desktop/useahctor16i12?ref=variantstack,,"$ 1,199.99",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024081007102786276a9381da6a3474,Y,,,,,,,,,,,,,,,,,,,
2024-08-10T00:10:21.000000,desktop,optiplex-7020-micro,https://www.dell.com/en-us/shop/desktop-computers/new-optiplex-micro-form-factor/spd/optiplex-7020-micro/s001do7020mffus_vp?ref=variantstack,OptiPlex Micro Form Factor,$ 699,4.5 out of 5.0,162.0,7.17,1.42,7.01,1.094 to 1.34,Intel,Core i3,,12 MB,4.0,8.0,4.4 GHz,,,,,8 GB,DDR5,,256 GB,SSD,"M.2 2230, PCIe NVMe, Class 35",,,,,No Wireless LAN Card,"65 W AC adapter, 7.4 mm barrel , 90 W AC adapter, 7.4 mm barrel","1 USB 3.2 Gen 1 (5 Gbps) Type-A Port with PowerShare, 1 USB 3.2 Gen 2x2 (10 Gbps) Type-C Port, 1 Universal Audio Jack, 1 RJ-45 Ethernet Port, 1 Video Port (HDMI 2.1/DisplayPort 1.4a/VGA/USB Type-C with DisplayPort Alt mode + power delivery in) (optional), 1 PS2/Serial Port (optional), 1 USB 2.0 Type-A Port (480 Mbps), 1 USB 2.0 Type-A Port (480 Mbps) with SmartPower On, 2 USB 3.2 Type-A Gen 1 (5 Gbps) Ports, 1 DisplayPortâ¢ 1.4a Port, 1 HDMI 1.4b Port, 1 Power Adapter Port","1 M.2 2230 slot for Wi-Fi and Bluetooth combo card, 2 M.2 2230/2280 slots for solid-state drives",,,Dell Multimedia Wired Keyboard - KB216 Black - US English,,,,,"Windows 11 Pro, English, Brazilian Portuguese, French, Spanish",20240810071021749df3fbef8314b4aa,Y,1.094 to 1.34,Activate Your Microsoft 365 For A 30 Day Trial,No anti-virus software,"Basic Onsite Service after remote diagnosis with Hardware-Only Support, 36 Month(s)",,,,,,"Basic Onsite Service after remote diagnosis with Hardware-Only Support, 36 Month(s)",,,,,,,,,
2024-08-10T00:10:12.000000,laptop,chromebook-11-3120-2-in-1-laptop,https://www.dell.com/en-us/shop/dell-computer-laptops/new-chromebook-3120-laptop/spd/chromebook-11-3120-2-in-1-laptop/s002c3120usvp?ref=variantstack,Chromebook 3120 Laptop or 2-in-1,$ 341.18,,0.0,0.82 to 0.85,11.96,8.19,,Intel,Processor,N100,6 MB,4.0,4.0,3.40 GHz,,,,,4 GB,LPDDR5,4800 MT/s,64 GB,eMMC,on-board,"11.6""",1366x768,60Hz,"Non-Touch, Anti-Glare, Cam/Mic, WLAN","Intel(R) Wi-Fi 6 AX203, 2x2, 802.11ax, MU-MIMO, Bluetooth(R) 5.1 wireless card","65W AC adapter, USB Type-C, EcoDesign","2 USB 3.2 Gen 1 (5 Gbps) Type-C,  with DisplayPort Alt Mode ports, 1 USB 3.2 Gen 1 (5 Gbps) port , 1 headset (headphone and microphone combo) port",1 wedge-shaped lock slot,"Exterior Chassis Materials: Plastic, Color Options: Foggy Night with texture, Touch Pad: Foggy Night, Matte, Mylar",,"Single Pointing Non Backlit, US English",,"World facing camera 1080p at 30 fps 5M RGB camera (2-in-1 only), Front facing camera 720p at 30 fps HD RGB camera, and Dual-array microphones",,,,202408100710120937bde434c6ab245b,Y,1.28 to 1.44,,,"Mail In Service 12 Months, 12 Month(s)",,"Stereo speakers with Cirrus CS42L42, 2 W x 2 = 4 W total","3 Cell, 42Whr",,,"Mail In Service No Warranty Upgrade, 12 Month(s)",,,,,,,,,
2024-08-10T00:10:07.000000,laptop,latitude-11-3140-2-in-1-laptop,https://www.dell.com/en-us/shop/dell-computer-laptops/latitude-3140-laptop/spd/latitude-11-3140-2-in-1-laptop/bto009l3140usvp?ref=variantstack,Latitude 3140 Laptop or 2-in-1,$ 341.28,3.9 out of 5.0,333.0,0.82 to 0.84,11.84,8.07,,Intel,N,100,6 MB,4.0,4.0,,Intel,UHD,4 GB,,4 GB,LPDDR5X,4800 MT/s,64 GB,eMMC,,"11.6""",1366x768,,"Non-Touch, Single Mic, WLAN capable","IntelÂ Wi-Fi 6 AX201, 2x2, 802.11ax","65W 7.4mm barrel AC Adapter, 3-pin","2 USB 3.2 Gen 1 (1 with PowerShare), 1 USB Type-Câ¢ (Pentium only), 1 Headset (headphone and microphone combo) port, 1 HDMI 1.4 port",1 wedge-shaped lock slot,,,English US non-backlit keyboard,,"Front-Facing camera, 1 MP, single-integrated microphone , World-Facing camera, 5 MP, single-integrated microphone, 2-in-1 only","Palmrest without World Facing Camera for 3 Cell Battery, Laptop or 2-in-1",,"Windows 11 Pro, English, French, Spanish",20240810071007062ec00f01136e04fc,Y,1.35 to 1.42,Activate Your Microsoft 365 For A 30 Day Trial,No anti-virus software,"Basic Onsite Service after remote diagnosis with Hardware-Only Support, 12 Month(s)",,"Realtek,  ALC3246-HDA, High Definition Audio","3 Cell, 41 Wh, ExpressChargeâ¢ Capable","ENERGY STAR,  8.0 qualified Compliant, EPEAT Silver Registered available in select configurations and regions only, China CECP Compliant, China RoHS Compliant, China CEL Compliant, TCO 8.0 available in select configurations only, WEEE Compliant, EU RoHS Compliant, Japan Energy Law Compliant, South Korea E-standby Compliant, Â , Â ","Up to 13 hours, 56 minutes (3140 Laptop), *","Basic Onsite Service after remote diagnosis with Hardware-Only Support, 12 Month(s)",,,,,,,,,
2024-08-10T00:10:02.000000,laptop,chromebook-11-3110-2-in-1-laptop,https://www.dell.com/en-us/shop/dell-computer-laptops/chromebook-3110-2-in-1-education/spd/chromebook-11-3110-2-in-1-laptop/s001c3110us?ref=variantstack,Chromebook 3110 Laptop,$ 365.3,4.5 out of 5.0,431.0,0.85,11.96,8.19,1.42,Intel,Celeron,N4500,4M,2.0,,1.1 GHz (up to 2.8 GHz),,,,,4 GB,LPDDR4,2933 MT/s,32 GB,eMMC,on-board,"11.6""",1366x768,60Hz,"Touch, Anti-Glare, Cam/Mic, Pen Support, WLAN","IntelÂ Wi-Fi 6 AX201, 2x2, 802.11ax",65W TYPE-C EPEAT Adapter,"1 USB 3.2 Gen 1 Type-C,  port with DisplayPort Alt mode, 1 USB 3.2 Gen 1 Type-A port with PowerShare, 1 headset (headphone and microphone combo) port, 1 HDMI 1.4 port",1 wedge-shaped lock slot,,,"Single Point Non Backlit, English US 2n1",,"World facing camera 1920p at 30 fps RGB camera Single integrated microphone (optional), Front facing camera 720p at 30 fps HD TNR camera Dual-array microphones",,,,2024081007100243896409782c195402,Y,,,,1 Year Mail In Service,,"Stereo speakers with Dialog, 2 W x 2 = 4 W total","3 Cell, 42Whr Longlife Battery",,"Up to 11 hours, 56 minutes, *",,,,,,,No Carrying Case,,,
2024-08-10T00:09:58.000000,laptop,precision-14-3480-laptop,https://www.dell.com/en-us/shop/dell-computer-laptops/precision-3480-workstation/spd/precision-14-3480-laptop/xctop3480usvp?ref=variantstack,Precision 3480 Workstation,$ 889,4.5 out of 5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20240810070958475a4952b1fc5fd46e,Y,,,,,,,,,,,,,,,,,,,
2024-08-10T00:09:51.000000,laptop,inspiron-16-5630-laptop,https://www.dell.com/en-us/shop/dell-computer-laptops/inspiron-16-laptop/spd/inspiron-16-5630-laptop/useichbts5630hdkg?ref=variantstack,Inspiron 16 Laptop,$ 549.99,4.5 out of 5.0,3507.0,0.61 to 0.72,14.05,9.91,1.82 to 1.94,Intel,Core i5,13th Gen (1340P),12 MB,12.0,16.0,4.6 GHz,Intel,Iris Xe,,,16 GB,LPDDR5,4800 MT/s,512 GB,SSD,M.2 PCIe NVMe,"16.0""",1920x1200,60Hz,"WVA, Non-Touch, Anti-Glare, 250 nit, ComfortView","IntelÂ Wi-Fi 6E AX211, 2x2, 802.11ax, BluetoothÂ wireless card",65W AC adapter,"1 HDMI 1.4, *,  , 1 Thunderboltâ¢Â 4.0 (DP/PowerDelivery), 2 USB 3.2 Gen 1 Type-A, 1 Power jack, 1 Universal Audio Jack, *",1 SD-card slot,"Aluminium exterior shell, Platinum Silver, Platinum Silver: Precision touchpad",Platinum Silver,"English US backlit keyboard, no numeric keypad",,"1080p at 30fps FHD Camera, Dual-array microphones",Titan Gray Power Button without Fingerprint Reader,,"Windows 11 Home, English, French, Spanish",20240810070951661bbd475b633dc4ac,Y,1.82 to 1.94,Activate Your Microsoft 365 For A 30 Day Trial,McAfee+ Premium 30-day trial,1Y Basic Onsite Service after remote diagnosis with Hardware-Only Support,,"Stereo speakers with Waves MaxxAudioÂ Pro and Dolby Atmos, 2.5 W x 2 = 5 W total","4 Cell, 54 Wh, integrated","Energy Star 8.0 (Windows OS only),  ","Up to 13 hours, *",,,,,,,,,,
2024-08-10T00:09:47.000000,laptop,latitude-14-3445-chrome-laptop,https://www.dell.com/en-us/shop/dell-computer-laptops/latitude-3445-chromebook/spd/latitude-14-3445-chrome-laptop/gctolc3445usvp?ref=variantstack,Latitude 3445 Chromebook,$ 709.94,4.5 out of 5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20240810070947664e55c161b203f40f,Y,,,,,,,,,,,,,,,,,,,
2024-08-10T00:09:43.000000,laptop,latitude-10-7030-rugged-tablet,https://www.dell.com/en-us/shop/dell-computer-laptops/latitude-7030-rugged-extreme/spd/latitude-10-7030-rugged-tablet/s002lr7030pcsusvi?ref=variantstack,Latitude 7030 Rugged Extreme,$ 2269,4.5 out of 5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202408100709434154c96e8f58f424e4,Y,,,,,,,,,,,,,,,,,,,
2024-08-10T00:09:33.000000,laptop,chromebook-11-3110-laptop,https://www.dell.com/en-us/shop/dell-computer-laptops/chromebook-3110-laptop/spd/chromebook-11-3110-laptop/s012c3110jslus?ref=variantstack,Chromebook 3110 Laptop,$ 256.75,4.5 out of 5.0,431.0,0.82,11.96,8.19,,Intel,Celeron,N4500,4 MB,2.0,,2.8 GHz,,,,,4 GB,LPDDR4,2933 MT/s,64 GB,eMMC,on-board,"11.6""",1366x768,60Hz,"Non-Touch, Anti-Glare, Cam/Mic, WLAN","IntelÂ Wi-Fi 6 AX201, 2x2, 802.11ax",65W TYPE-C EPEAT Adapter,"1 USB 3.2 Gen 1 Type-C,  port with DisplayPort Alt mode, 1 USB 3.2 Gen 1 Type-A port with PowerShare, 1 headset (headphone and microphone combo) port, 1 HDMI 1.4 port (optional)",1 wedge-shaped lock slot,,,"Single Pointing Non Backlit, US English",,"720p at 30 fps HD RGB camera Single integrated microphone, 720p at 30 fps HD , TNR,  camera Dual-array microphones",,,,2024081007093347303b98c9d15d244d,Y,1.28,,,,,"Stereo speakers with Dialog, 2 W x 2 = 4 W total","3 Cell, 42Whr Longlife Battery",,"Up to 12 hours, 19 minutes, *",,,,,,,No Carrying Case,,,
2024-08-10T00:09:29.000000,laptop,latitude-13-7330-laptop,https://www.dell.com/en-us/shop/dell-computer-laptops/latitude-7330-rugged-extreme-laptop/spd/latitude-13-7330-laptop/xctolr7330usvi?ref=variantstack,Latitude 7330 Rugged Extreme Laptop,$ 3035.93,4.3 out of 5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024081007092929788b3ba74a33f42e,Y,,,,,,,,,,,,,,,,,,,
2024-08-10T00:09:25.000000,laptop,precision-14-3490-laptop,https://www.dell.com/en-us/shop/dell-computer-laptops/new-precision-3490-workstation/spd/precision-14-3490-laptop/xctop3490usvp?ref=variantstack,,"$ 1,349.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20240810070925388e8ce5ef6dd5742e,Y,,,,,,,,,,,,,,,,,,,
2024-08-10T00:09:20.000000,laptop,precision-15-3580-laptop,https://www.dell.com/en-us/shop/dell-computer-laptops/precision-3580-workstation/spd/precision-15-3580-laptop/xctop3580usvp?ref=variantstack,Precision 3580 Workstation,$ 709,4.5 out of 5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20240810070920698c3342f8f397d4ec,Y,,,,,,,,,,,,,,,,,,,
2024-08-10T00:09:12.000000,laptop,latitude-14-7455-laptop,https://www.dell.com/en-us/shop/dell-computer-laptops/dell-latitude-7455/spd/latitude-14-7455-laptop/s001l7455usvp?ref=variantstack,Latitude 7455 Laptop,$ 1719,4.3 out of 5.0,26.0,0.67,12.36,8.81,,Snapdragon,X Plus,X1P-64-100,,10.0,,3.4 GHz,Qualcomm,Adreno,16 GB,LPDDR5x,16 GB,LPDDR5x,8448 MT/s,512 GB,SSD,"M.2 2230, TLC PCIe Gen 4 NVMe","14.0""",2560x1600,,"IPS, AG Touch, ComfortView+, SLP, 400 nits, FHD IR Cam, WLAN","QualcommÂ FastConnectâ¢ 7800 Wi-Fi 7 2x2, BT 5.4 Wireless","65W AC adapter, USB Type-C, EcoDesign","2 USB 4 Type-C,  ports with DisplayPort 2.1 and Power Delivery, 1 USB 3.2 Gen 1 Type-A port, 1 Universal audio jack","1 MicroSD-card slot, 1 NanoSIM-card slot (for computers shipped with WWAN support)",50% Recycled and 50% Low Carbon Aluminum Chassis,,"English US backlit Copilot key keyboard, 79-key",Multi-touch gesture-enabled precision clickpad,"1080p at 30 fps FHD RGB camera, 720p at 30 fps IR camera","Fingerprint Reader, WLAN only",,Windows 11 Pro,20240810070912787ca2505f91cc44a6,Y,1.44 kg,Activate Your Microsoft 365 For A 30 Day Trial,No anti-virus software,"No Warranty Upgrade, 36 Month(s)",,"Stereo speakers with Qualcomm,  Aqsticâ¢ Speaker Max technology, woofer 2W x 2 and tweeter 2W x 2, Dual-array microphones with Qualcomm,  Audio and Voice Communication Suite","3 Cell, 54 Wh, ExpressChargeâ¢, ExpressChargeâ¢ Boost Capable","Â , Â ",,,,,,,"No Warranty Upgrade, 36 Month(s)",,,,
2024-08-10T00:09:08.000000,laptop,latitude-13-7320-detachable-laptop,https://www.dell.com/en-us/shop/dell-computer-laptops/latitude-7320-detachable/spd/latitude-13-7320-detachable-laptop/ctol7320dtbl13us?ref=variantstack,Latitude 7320 Detachable,$ 2129.23,4.2 out of 5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024081007090879583be2e3e204545f,Y,,,,,,,,,,,,,,,,,,,
2024-08-10T00:09:04.000000,laptop,latitude-13-5340-2-in-1-laptop,https://www.dell.com/en-us/shop/dell-computer-laptops/latitude-5340-laptop/spd/latitude-13-5340-2-in-1-laptop/gctol5340usvp?ref=variantstack,Latitude 5340 Laptop,$ 869,4.3 out of 5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024081007090460757f9b914b81242b,Y,,,,,,,,,,,,,,,,,,,
2024-08-10T00:09:00.000000,laptop,latitude-13-5350-2-in-1-laptop,https://www.dell.com/en-us/shop/dell-computer-laptops/latitude-5350-laptop/spd/latitude-13-5350-2-in-1-laptop/gctol5350usvp?ref=variantstack,Latitude 5350 Laptop,$ 1289,4.4 out of 5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202408100709003758644bc7f27694a6,Y,,,,,,,,,,,,,,,,,,,
2024-08-10T00:08:55.000000,laptop,precision-15-3590-laptop,https://www.dell.com/en-us/shop/dell-computer-laptops/new-precision-3590-workstation/spd/precision-15-3590-laptop/xctop3590usvp?ref=variantstack,,"$ 1,409.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202408100708559092d5aeb1ecf3146c,Y,,,,,,,,,,,,,,,,,,,
2024-08-10T00:08:51.000000,laptop,latitude-12-7230-rugged-laptop,https://www.dell.com/en-us/shop/dell-computer-laptops/latitude-7230-rugged-extreme-tablet/spd/latitude-12-7230-rugged-laptop/s006w11lr7230usvi?ref=variantstack,Latitude 7230 Rugged Extreme Tablet,$ 2569,4.6 out of 5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20240810070851070f21221dc5c6a40c,Y,,,,,,,,,,,,,,,,,,,
2024-08-10T00:08:46.000000,laptop,latitude-14-9440-2-in-1-laptop,https://www.dell.com/en-us/shop/dell-computer-laptops/latitude-9440-2-in-1/spd/latitude-14-9440-2-in-1-laptop/gctol94402n1usvp?ref=variantstack,Latitude 9440 2-in-1,$ 1810.29,4.6 out of 5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20240810070846860a647b47cedf74f8,Y,,,,,,,,,,,,,,,,,,,
2024-08-10T00:08:36.000000,laptop,latitude-13-7340-2-in-1-laptop,https://www.dell.com/en-us/shop/dell-computer-laptops/latitude-7340-laptop/spd/latitude-13-7340-2-in-1-laptop/gctol7340usvp?ref=variantstack,Latitude 7340 Laptop,$ 909.43,4.4 out of 5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202408100708365593b95f0182704417,Y,,,,,,,,,,,,,,,,,,,
2024-08-10T00:08:33.000000,laptop,latitude-16-7640-laptop,https://www.dell.com/en-us/shop/dell-computer-laptops/latitude-7640-laptop/spd/latitude-16-7640-laptop/gctol7640usvp?ref=variantstack,Latitude 7640 Laptop,$ 1439,4.5 out of 5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20240810070833137270c89532088440,Y,,,,,,,,,,,,,,,,,,,
2024-08-10T00:08:29.000000,laptop,precision-16-5690-laptop,https://www.dell.com/en-us/shop/dell-computer-laptops/new-precision-5690-workstation/spd/precision-16-5690-laptop/xctop5690usvp?ref=variantstack,,"$ 1,899.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202408100708290077c2103f7d4884ee,Y,,,,,,,,,,,,,,,,,,,
2024-08-10T00:08:24.000000,laptop,precision-14-5490-laptop,https://www.dell.com/en-us/shop/dell-computer-laptops/new-precision-5490-workstation/spd/precision-14-5490-laptop/xctop5490usvp?ref=variantstack,,"$ 2,199.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20240810070824993cb6da363b61b4c4,Y,,,,,,,,,,,,,,,,,,,
2024-08-10T00:08:20.000000,laptop,latitude-13-9330-laptop,https://www.dell.com/en-us/shop/dell-computer-laptops/latitude-9330-2-in-1/spd/latitude-13-9330-laptop/gctol9330usvp?ref=variantstack,Latitude 9330 2-in-1,$ 1027.26,4.4 out of 5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202408100708208624d94f6b509bb445,Y,,,,,,,,,,,,,,,,,,,
2024-08-10T00:08:16.000000,laptop,latitude-14-5440-laptop,https://www.dell.com/en-us/shop/dell-computer-laptops/latitude-5440-laptop/spd/latitude-14-5440-laptop/gctol5440usvp?ref=variantstack,Latitude 5440 Laptop,$ 1076.95,4.4 out of 5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202408100708168324de1b4562e3f4e6,Y,,,,,,,,,,,,,,,,,,,
2024-08-10T00:08:11.000000,laptop,latitude-13-7350-2-in-1-laptop,https://www.dell.com/en-us/shop/dell-computer-laptops/latitude-7350-laptop/spd/latitude-13-7350-2-in-1-laptop/s008l7350usvp?ref=variantstack,Latitude 7350 Laptop or 2-in-1,$ 1398.98,4.1 out of 5.0,33.0,16.44 to 17.75,11.77,8.38 to 8.39,,Intel,Core Ultra 5,135U,12 MB,12.0,14.0,4.4 GHz,Intel,Integrated,16 GB,LPDDR5x,16 GB,LPDDR5x,6400 MT/s,256 GB,SSD,"M.2 2230, TLC PCIe Gen 4 NVMe","13.3""",1920x1200,,"AG, Touch, WVA, 300 nits, 5MP IR Cam+IP","IntelÂ BE200 Wi-Fi 7 2x2, BluetoothÂ 5.4 Technology, Wireless Card","65W AC adapter, USB Type-C, EcoDesign","1 USB 3.2 Gen 1 with Power Share, 1 Universal audio jack, 1 HDMI 2.1 port, *,  , 2 Thunderbolt, 4.0 with Power Delivery & DisplayPort (USB Type-C), *","1 Optional external uSIM card tray (WWAN configurations only), 1 Optional contacted SmartCard reader (available on aluminum chassis only), 1 Wedge lock slot","2-in-1 , Laptop",,"English US battery-saving mini LED backlit Copilot key keyboard, 79-key",Collaboration Touchpad (Ultralight),"1080p at 30 fps FHD RGB HDR camera with builtâin camera shutter, Temporal Noise Reduction for high image quality, 1080p at 30 fps FHD RGBâIR HDR camera with builtâin camera shutter, Ambient light sensor, Intelligent Privacy, Temporal Noise Reduction for high image quality, ExpressSignâinâ¢, 1920p at 30 fps 5M RGBâIR camera with builtâin camera shutter, Ambient light sensor, Intelligent Privacy, Temporal Noise Reduction for high image quality, ExpressSignâinâ¢","No Fingerprint Reader, WLAN only, Ultralight",,"Windows 11 Pro, English, Brazilian Portuguese, French, Spanish",20240810070811863d3f4a46b617b453,Y,0.989 to 1.297,Activate Your Microsoft 365 For A 30 Day Trial,No anti-virus software,"No Warranty Upgrade, 36 Month(s)",,"Stereo woofer with tweeter Realtek ALC3281, 2W x 4 = 8W total","3 Cell, 57 Wh, ExpressChargeâ¢, ExpressChargeâ¢ Boost capable",,"Up to 12 hours, 27 minutes (7350 Ultralight), *,  , Up to 11 hours, 58 minutes (7350 2-in-1), *,  , Up to 11 hours, 57 minutes (7350 Laptop), *",,"No Warranty Upgrade, 36 Month(s)",,,,,,,,
2024-08-10T00:08:08.000000,laptop,latitude-14-5430-laptop,https://www.dell.com/en-us/shop/dell-computer-laptops/dell-latitude-5430-rugged/spd/latitude-14-5430-laptop/s007lr5430usvi?ref=variantstack,Dell Latitude 5430 Rugged,$ 1699.75,4.5 out of 5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024081007080823983921eccbae84cb,Y,,,,,,,,,,,,,,,,,,,
